k_max,k_min,t11,t12,t13,t14,t21,t22,t23,t24,MVC
4.59312541941229,0.5074100926219547,1.355199213531119,0.5099231929658589,0.7455537673026503,0.7689121552693805,-0.3524652772293266,-0.22351219453188406,0.08527512049833454,-0.87545231943134,36.09941734739747
