-3,-5,-14,-43,-1,-1,-1,3,1652970126.0550826
-2,0,5,17,26,-3,-8,-2,1652970126.0550826
-2,-2,2,8,-21,-3,-2,2,1652970126.062066
-1,-2,-9,-24,-14,2,1,-5,1652970126.0700448
-1,0,9,24,-8,1,1,3,1652970126.0919523
0,0,-1,0,10,3,3,0,1652970126.0939815
-2,-3,-8,-21,-1,-1,2,4,1652970126.0939815
-1,1,1,17,7,-2,-2,-9,1652970126.0939815
1,1,-1,-17,-10,1,-8,-10,1652970126.1009288
-2,-2,-3,1,4,1,-3,2,1652970126.1009288
-2,-3,3,11,-5,4,8,0,1652970126.1089385
-1,0,-1,0,-7,2,9,-9,1652970126.1089385
2,2,-2,3,-2,-5,-8,24,1652970126.1149232
-3,-1,4,23,26,1,-3,-14,1652970126.1149232
-2,-3,-12,-37,-17,-3,-4,-6,1652970126.1328757
0,-3,0,35,4,-3,-3,1,1652970126.1328757
0,0,-1,-63,-32,-4,0,-4,1652970126.141853
-1,-1,0,10,-8,-1,0,2,1652970126.141853
-2,-1,5,32,7,-1,-5,5,1652970126.14584
-3,-2,-3,-11,17,-4,1,-8,1652970126.14584
0,2,-1,26,-20,-3,-3,2,1652970126.1617973
-2,-2,-3,-40,-48,-2,-1,2,1652970126.1617973
0,-2,2,1,27,-1,-4,0,1652970126.1617973
-2,-1,1,14,-19,-4,-7,2,1652970126.1617973
1,1,3,30,39,-3,1,-3,1652970126.1797192
3,0,-8,-50,23,10,4,5,1652970126.1797192
-1,1,-2,4,-15,-4,0,-2,1652970126.1876445
1,2,8,6,-30,-5,-1,0,1652970126.1876445
-2,-4,-9,11,7,1,0,-1,1652970126.2015734
1,0,1,-13,9,0,2,13,1652970126.2015734
-4,-3,-1,3,7,0,-6,-30,1652970126.2015734
-1,0,-1,-20,-2,3,-4,1,1652970126.2015734
0,0,3,15,-4,-1,4,-3,1652970126.2255404
-1,0,0,17,-20,-4,2,4,1652970126.2255404
3,1,-4,-37,-19,-1,-2,7,1652970126.2255404
-2,0,2,56,7,0,-1,-2,1652970126.2255404
0,2,2,7,8,3,0,-4,1652970126.232524
-3,-2,-4,7,23,-1,0,-8,1652970126.2405024
1,-2,-2,-11,13,2,2,9,1652970126.2454891
-1,-4,-1,26,16,3,-2,-3,1652970126.2454891
-1,-3,-2,-32,-41,-4,-2,3,1652970126.261447
1,1,5,21,-6,-5,-1,-4,1652970126.261447
0,1,-7,-37,22,6,2,0,1652970126.261447
0,0,-4,-11,-33,-3,1,3,1652970126.261447
-1,-2,-1,12,34,0,-2,-3,1652970126.2803957
-1,0,4,29,-45,-4,2,-1,1652970126.2803957
-2,0,4,-9,-4,-4,-1,3,1652970126.2859666
-3,-2,-13,-36,6,0,-6,-1,1652970126.2879643
1,-1,0,-5,-2,2,3,13,1652970126.3068666
-3,-2,-1,-5,-4,-1,-3,-28,1652970126.3068666
1,0,4,27,4,1,1,4,1652970126.3088949
0,1,-2,8,12,-2,1,-3,1652970126.3088949
-1,-2,-3,-65,-17,-1,1,0,1652970126.3248277
1,-1,0,12,-8,-2,-2,7,1652970126.3248277
-2,-2,-5,13,21,1,1,-1,1652970126.3268456
-2,-3,-2,6,2,-3,1,-2,1652970126.3268456
0,-2,-1,9,20,-2,-3,-3,1652970126.3408105
-2,2,3,-18,-8,-1,-1,4,1652970126.3408105
0,1,2,5,-31,-3,-1,2,1652970126.3467913
-1,-2,-5,-39,-6,-4,-3,-3,1652970126.3467913
-2,1,1,8,-22,0,2,0,1652970126.3707275
-3,-6,-7,-12,54,3,-4,-2,1652970126.3707275
-1,0,-1,21,4,2,0,1,1652970126.3707275
-3,-1,-2,-53,-7,-2,-1,-1,1652970126.3707275
0,-1,-4,26,-23,-7,-2,-4,1652970126.379704
-1,-3,-9,-31,-15,-4,-3,0,1652970126.379704
-2,-4,-10,-4,43,5,-1,-2,1652970126.379704
2,6,20,84,-17,2,1,1,1652970126.379704
-2,0,-4,-4,15,2,0,-3,1652970126.401618
-2,1,-4,-5,-19,-3,1,3,1652970126.401618
-1,-1,5,-20,-5,-1,0,-1,1652970126.401618
-1,-2,-9,5,-8,-2,-2,-3,1652970126.401618
1,0,13,16,-2,-2,-2,-1,1652970126.4255493
3,-1,-2,21,16,7,4,1,1652970126.4255493
1,2,6,11,-21,-4,-4,-1,1652970126.4255493
-1,-5,-14,-39,0,2,-4,-2,1652970126.4255493
0,0,4,52,15,5,-1,1,1652970126.440548
1,-5,-7,-26,-10,0,0,0,1652970126.440548
0,-2,-3,3,-1,-2,3,10,1652970126.4464936
-3,-1,3,15,-4,1,2,-15,1652970126.4464936
-1,0,-6,-55,-3,-3,1,0,1652970126.4654877
0,3,6,38,-8,-1,0,0,1652970126.4654877
0,3,12,41,7,-5,-2,-4,1652970126.4654877
-1,-2,-10,-32,-20,1,0,6,1652970126.4654877
-1,0,-4,-2,20,-4,-1,-2,1652970126.5061524
1,0,3,-58,-14,1,0,-1,1652970126.5061524
-3,-2,-11,-60,-9,-3,-3,0,1652970126.5061524
0,-1,11,98,48,5,1,4,1652970126.5061524
-3,-2,-2,8,-13,-4,-1,-6,1652970126.5061524
-1,3,-1,45,15,-3,0,3,1652970126.5061524
0,2,5,-7,-3,-6,-3,-3,1652970126.5061524
-2,-5,-10,-68,-4,-4,-2,-1,1652970126.5061524
-1,-2,-5,4,10,1,-2,0,1652970126.5251024
1,0,2,7,0,-3,0,0,1652970126.5271018
-2,-1,-5,-16,-21,0,5,-2,1652970126.5271018
-1,1,19,56,5,0,0,0,1652970126.5271018
0,0,4,-25,-7,-2,-2,0,1652970126.592543
-2,-2,-4,8,3,5,-1,-2,1652970126.592543
-2,-3,-4,19,38,0,-2,-3,1652970126.592543
2,0,-2,7,-30,-5,-1,3,1652970126.592543
-2,-4,-14,-55,-20,2,3,1,1652970126.592543
1,6,11,11,36,0,-4,-1,1652970126.592543
