-1,-1,1,1,-10,1,-9,-2,1652970144.124083
2,1,-10,-18,-5,14,8,15,1652970144.124083
-3,-1,10,32,-4,1,-5,-27,1652970144.124083
0,0,8,15,7,-7,5,-2,1652970144.124083
-2,-3,-5,-7,6,23,7,2,1652970144.137014
-6,-4,3,4,-12,3,2,-7,1652970144.137014
4,-2,-19,-15,-5,47,16,11,1652970144.137014
2,1,7,9,2,-9,2,0,1652970144.137014
-4,1,-5,-15,5,-5,-10,-7,1652970144.143995
2,-1,-7,-3,-6,7,-11,-1,1652970144.143995
-1,2,10,19,1,-24,-3,4,1652970144.151974
-1,-1,-4,16,-10,0,-7,-2,1652970144.151974
-1,-6,-26,-48,-20,-13,10,4,1652970144.1710591
-4,-4,-2,23,32,10,5,-2,1652970144.1710591
0,10,22,-26,-3,-3,-14,0,1652970144.1710591
1,0,-18,-45,-6,-16,-2,2,1652970144.1710591
-6,1,28,68,45,4,-5,-7,1652970144.1920555
2,2,14,-7,-13,0,2,2,1652970144.1920555
-7,-10,-15,24,-19,-2,6,0,1652970144.1920555
-6,-8,-6,-39,3,20,2,-1,1652970144.1920555
7,11,-11,-23,-17,-48,-27,0,1652970144.210012
-4,-1,16,23,-5,-15,1,-7,1652970144.210012
5,4,-24,-37,13,-3,-8,5,1652970144.210012
-5,-14,-4,7,-17,-7,-4,0,1652970144.210012
8,18,34,41,22,20,7,-1,1652970144.25199
0,-3,-14,14,12,-15,-7,-6,1652970144.25199
-5,1,29,12,14,-12,-2,3,1652970144.25199
-3,-3,-27,18,-11,13,2,-2,1652970144.25199
-6,-4,-27,-49,9,20,0,-5,1652970144.25199
2,9,65,-26,-12,5,3,4,1652970144.25199
-5,-9,-35,-15,-38,8,1,-2,1652970144.25199
10,10,-4,-14,-13,-15,-4,1,1652970144.25199
-2,-3,-1,24,-1,19,8,3,1652970144.265952
2,2,18,16,16,-2,-3,-3,1652970144.265952
-2,-12,-8,1,14,-12,-1,1,1652970144.265952
3,3,5,63,36,1,-3,-1,1652970144.265952
-7,-4,-11,-58,-77,-50,-3,-2,1652970144.2958715
-3,-7,-35,-101,-24,1,-1,-1,1652970144.2958715
-3,-18,6,-39,2,-3,2,-2,1652970144.2978659
9,23,2,43,6,-11,-14,0,1652970144.2978659
-2,-5,-1,34,23,13,0,-3,1652970144.3118293
-11,-3,9,29,18,0,-2,-3,1652970144.3118293
1,-7,-2,-23,-4,12,5,-2,1652970144.3118293
-5,-26,4,-13,-11,3,6,-8,1652970144.3118293
6,27,-9,9,6,4,-3,0,1652970144.3257952
10,12,-11,4,-13,-15,-2,2,1652970144.3257952
1,13,25,33,38,20,10,5,1652970144.3257952
