-2,-5,3,5,5,8,4,-2,1652970164.670715
2,-1,-8,26,14,-21,4,2,1652970164.670715
-2,-6,-11,-53,11,-10,-1,-3,1652970164.684713
3,8,17,12,-70,-59,3,2,1652970164.684713
-1,-2,3,65,48,-42,4,2,1652970164.6867244
-6,-3,6,8,-43,-57,-10,-8,1652970164.6867244
0,3,4,66,17,-26,1,2,1652970164.7081046
-8,-14,-43,-119,-76,-2,-8,-7,1652970164.7140875
2,1,-3,32,30,23,5,2,1652970164.7140875
0,-1,-10,-63,-33,-6,2,1,1652970164.7140875
2,14,73,123,30,-27,-3,-3,1652970164.7230659
5,1,-16,-35,47,-23,8,4,1652970164.7230659
-3,0,4,32,-32,-27,-3,1,1652970164.731044
-3,-5,-6,10,-71,-45,-7,-5,1652970164.731044
-7,-11,-41,-16,2,-28,-3,-7,1652970164.7447515
2,12,45,14,42,-29,-1,0,1652970164.7447515
-4,-2,2,46,32,0,-5,-1,1652970164.7447515
0,-2,-31,-65,-70,-4,-6,-3,1652970164.7447515
2,8,56,109,77,19,0,-1,1652970164.7696836
-9,-15,-32,-63,-22,0,-5,-8,1652970164.7696836
3,2,1,21,6,-33,-2,0,1652970164.7696836
2,2,12,-95,-37,1,0,0,1652970164.7696836
5,0,-13,84,-58,7,1,5,1652970164.7766654
-5,-13,-19,19,50,31,-3,-4,1652970164.7766654
-3,-13,-1,64,13,3,1,-4,1652970164.7936206
-1,-8,-10,-39,16,49,2,-1,1652970164.7936206
0,7,-33,-92,13,105,-2,-3,1652970164.8025966
0,6,-9,-42,-20,127,1,1,1652970164.8025966
-2,10,23,-15,-112,47,-9,-5,1652970164.810575
-2,-2,-18,26,79,-97,6,0,1652970164.8145645
-2,-4,0,-8,-53,-128,-5,-4,1652970164.8285322
0,-6,8,21,45,-128,-2,-1,1652970164.8285322
-4,-22,-57,-49,-43,-35,-5,-5,1652970164.8285322
2,6,24,-49,17,37,-1,-1,1652970164.8285322
0,-14,-6,5,1,32,0,1,1652970164.8389986
-1,6,-24,-19,-57,38,-2,0,1652970164.8389986
1,22,45,50,22,34,-2,1,1652970164.8469424
1,15,35,53,-8,52,0,-1,1652970164.8469424
2,11,12,55,92,31,5,4,1652970164.8619337
-3,-4,-13,-95,-91,20,-8,-5,1652970164.8619337
4,-5,-17,-22,31,20,2,4,1652970164.8619337
-8,-8,-15,127,20,83,-16,-8,1652970164.8619337
2,-2,-14,-74,-45,115,0,3,1652970164.887865
2,-6,-2,85,51,127,6,1,1652970164.887865
-1,-1,-2,17,-12,127,-4,-2,1652970164.8898597
6,13,18,-24,16,112,8,6,1652970164.8898597
-9,-10,-4,-42,-38,-52,-6,-6,1652970164.896843
14,29,71,68,-21,-101,6,9,1652970164.896843
1,1,-36,-121,-78,-128,5,0,1652970164.9048212
-1,-4,-18,75,41,-128,-5,-3,1652970164.9048212
-3,1,21,41,-50,-104,-3,-5,1652970164.9247675
-8,-22,-25,0,-5,23,-14,-10,1652970164.9247675
-2,-5,-4,-50,19,-51,3,2,1652970164.9327524
3,-1,21,18,36,85,9,6,1652970164.9327524
1,-9,-40,-81,-14,116,13,7,1652970164.9482903
-5,-2,20,65,27,6,-16,-3,1652970164.9482903
-11,-10,-17,105,-8,127,-9,-7,1652970164.9482903
-12,-15,-50,-45,-24,111,-3,-6,1652970164.9482903
10,10,46,-9,36,68,9,9,1652970164.956255
-1,-10,-23,-26,-19,-46,3,2,1652970164.956255
-5,3,32,-65,-12,-96,-8,-3,1652970164.9702187
-1,-5,0,55,9,-128,1,1,1652970164.9702187
-4,-10,-2,-4,-11,-120,7,-3,1652970164.9841497
7,-4,-74,-54,-31,-82,1,4,1652970164.9841497
-2,-4,-4,-5,27,-112,0,-4,1652970164.9911635
1,9,74,44,-7,-94,11,2,1652970164.9911635
0,-10,-23,-27,56,-91,9,-1,1652970165.0081189
6,5,-24,-76,-23,-104,5,6,1652970165.0081189
-1,-5,-3,91,46,-44,-10,-7,1652970165.0081189
2,13,50,-29,-54,-66,-12,-3,1652970165.0081189
-2,7,5,18,0,-7,-6,-3,1652970165.0200844
-3,-5,15,-4,83,-15,12,0,1652970165.0200844
7,-3,-34,-70,-38,10,1,4,1652970165.0300577
5,-1,-2,62,64,-32,3,3,1652970165.0300577
-9,-9,-47,-96,-31,-52,-10,-6,1652970165.076964
-15,-2,-16,88,-35,-3,-5,-12,1652970165.076964
-9,2,27,77,48,-60,3,-2,1652970165.0879722
11,-2,-16,-90,-70,-114,-5,5,1652970165.0879722
7,2,-5,-31,16,-128,12,6,1652970165.0879722
12,7,39,60,28,-124,-25,5,1652970165.0879722
5,4,-4,-73,-15,-111,11,2,1652970165.0879722
-9,-11,-32,-73,-72,-71,-10,-9,1652970165.0879722
-12,-2,-28,-39,-5,-34,2,-7,1652970165.0879722
-6,3,21,-38,-43,-16,5,-3,1652970165.0879722
10,15,55,52,-1,7,-2,3,1652970165.0889733
9,5,-7,-4,57,71,5,6,1652970165.0889733
2,-19,20,5,-45,-70,-10,-1,1652970165.1038957
-1,-2,26,26,9,50,11,-1,1652970165.1038957
-17,-40,-4,-65,-37,-1,-1,-7,1652970165.150181
-7,-33,-80,-50,14,16,-9,-9,1652970165.1581826
9,39,86,72,40,81,7,7,1652970165.1581826
5,30,18,120,67,26,18,6,1652970165.1581826
7,45,13,-43,-35,69,-7,0,1652970165.1591697
-13,21,-21,18,8,36,-4,-7,1652970165.1591697
-9,7,-86,-14,10,8,-13,-8,1652970165.1591697
4,21,44,-102,-57,-12,4,4,1652970165.1591697
0,8,-1,-7,57,38,22,5,1652970165.1601343
-5,-12,-27,31,-26,-112,1,-1,1652970165.1601343
-8,-18,-22,-27,-96,-52,-14,-7,1652970165.1881006
12,-10,9,-16,30,42,4,4,1652970165.1881006
10,-41,46,61,-15,50,-2,12,1652970165.2333372
0,-30,30,41,50,4,-14,-6,1652970165.2333372
6,-18,-1,24,61,61,0,-3,1652970165.2333372
-18,-26,-61,-123,80,18,-1,-10,1652970165.2333372
-5,-15,11,65,-39,13,0,-5,1652970165.2433157
-1,12,-5,-8,91,102,16,5,1652970165.2433157
-6,12,-9,-21,66,38,5,1,1652970165.2433157
-5,17,36,42,81,34,-27,-13,1652970165.2433157
4,27,-29,-43,-23,-48,6,0,1652970165.2433157
-6,2,-33,109,-3,60,22,1,1652970165.2433157
4,16,39,-47,-59,-1,-23,2,1652970165.2433157
-1,-12,-61,-54,14,43,7,12,1652970165.2433157
3,6,8,-3,101,12,15,-21,1652970165.2433157
-11,-13,6,37,-77,-74,-9,-3,1652970165.2433157
10,-10,-68,-16,20,-3,0,20,1652970165.2791085
-19,-32,46,90,-128,-58,-10,-15,1652970165.2791085
3,13,-17,-106,121,106,-16,-4,1652970165.284096
4,4,23,30,59,-83,-16,-2,1652970165.284096
-6,-15,-102,-38,21,12,19,-3,1652970165.284096
13,36,95,62,42,93,-9,5,1652970165.284096
0,0,-21,-11,-98,29,18,17,1652970165.284096
-11,-4,7,-60,46,-15,-22,-15,1652970165.284096
0,-6,18,28,-2,100,18,10,1652970165.3321779
4,-1,-41,-108,80,-93,14,8,1652970165.3321779
4,17,70,109,-31,-70,-6,0,1652970165.3561237
8,-11,-46,-128,-88,85,2,2,1652970165.3561237
9,18,97,127,21,1,8,3,1652970165.3561237
5,10,40,92,-53,72,9,0,1652970165.3561237
-4,-12,-74,-90,82,-10,-6,4,1652970165.3561237
1,-4,-9,10,-105,34,18,6,1652970165.3561237
-4,-5,-33,60,70,-98,-26,-14,1652970165.3561237
-19,-15,-2,-56,-122,-70,-32,-19,1652970165.3561237
3,-28,-39,-87,35,77,23,16,1652970165.3561237
7,20,91,70,-104,-88,-10,2,1652970165.3561237
-2,-3,36,25,55,40,-11,-10,1652970165.3660827
-3,-11,-41,-48,33,-6,2,-3,1652970165.3660827
-3,14,-26,-32,-115,-30,-7,-4,1652970165.3660827
-14,4,8,-57,27,76,6,-8,1652970165.3660827
2,25,73,-49,-79,-13,8,4,1652970165.3760521
5,-2,-62,68,-66,65,31,8,1652970165.3760521
-12,-4,-29,71,-26,-111,-59,-16,1652970165.3760521
8,-1,-17,-98,-75,-51,-12,4,1652970165.3760521
-2,7,45,46,61,-8,-7,-5,1652970165.4071023
9,-39,-128,-128,24,56,48,19,1652970165.4071023
-18,-18,57,-9,89,28,-1,-16,1652970165.4071023
2,18,105,127,-47,-40,-11,-3,1652970165.4071023
9,-4,-44,-128,-63,-23,0,6,1652970165.4071023
-9,-16,7,-113,-47,38,-3,-3,1652970165.4071023
-9,-5,19,127,94,48,-9,-10,1652970165.4140792
4,12,1,58,28,-92,-7,3,1652970165.4140792
-4,-9,-51,-68,-128,-61,-6,-6,1652970165.4220583
-4,-2,1,100,96,-47,-22,-6,1652970165.4220583
-3,-15,-81,-119,1,25,12,2,1652970165.4300368
5,10,4,-72,29,73,17,7,1652970165.4300368
0,-6,-4,21,62,0,1,4,1652970165.4499967
12,35,73,-6,61,-2,1,8,1652970165.4499967
-7,1,24,46,-128,-108,-24,-13,1652970165.4549701
-2,-10,-74,-107,-11,52,9,2,1652970165.4549701
-2,-10,-42,41,17,-6,-4,-3,1652970165.4629483
-7,1,8,6,60,-48,-24,-13,1652970165.4629483
6,-1,-27,-60,12,-29,15,8,1652970165.4729266
-5,12,65,51,35,60,2,-4,1652970165.4729266
-1,0,17,17,43,61,2,0,1652970165.4938757
-3,-2,9,9,-97,-44,-14,-9,1652970165.4978664
6,-3,-33,-64,-4,6,3,6,1652970165.4978664
5,3,18,113,27,-38,-3,3,1652970165.4978664
-14,-24,-70,-89,19,60,2,-8,1652970165.5068262
-2,4,-6,19,-15,-22,-5,-1,1652970165.5068262
3,7,12,-3,-17,3,-1,3,1652970165.5138147
-7,-26,-70,-34,17,28,5,-3,1652970165.5138147
8,26,71,18,43,18,6,2,1652970165.522789
-1,7,16,110,-1,17,0,-2,1652970165.522789
4,3,-7,-88,-122,-13,0,4,1652970165.5297718
0,-13,-20,19,100,34,0,2,1652970165.5297718
-8,-10,-3,20,-23,-61,-8,-7,1652970165.5477252
-1,-1,-2,13,-7,-8,-5,-4,1652970165.5477252
1,-1,-1,-61,12,23,8,4,1652970165.5477252
6,0,-6,-18,-54,8,6,3,1652970165.5477252
-6,0,44,89,-3,-12,-4,-5,1652970165.5696628
1,8,23,62,-48,-22,-1,0,1652970165.5696628
1,-18,-23,-61,-20,-53,-9,-3,1652970165.5716603
3,-15,-36,-60,49,32,3,-1,1652970165.5716603
